2022-12-06 12:29:02,664 INFO    StreamThr :44480 [internal.py:wandb_internal():88] W&B internal server running at pid: 44480, started at: 2022-12-06 12:29:02.663547
2022-12-06 12:29:02,666 DEBUG   HandlerThread:44480 [handler.py:handle_request():139] handle_request: status
2022-12-06 12:29:02,670 DEBUG   SenderThread:44480 [sender.py:send_request():317] send_request: status
2022-12-06 12:29:02,670 DEBUG   SenderThread:44480 [sender.py:send():303] send: header
2022-12-06 12:29:02,670 INFO    WriterThread:44480 [datastore.py:open_for_write():75] open: C:\Users\alban\PycharmProjects\FDL\wandb\run-20221206_122902-1uxtbutf\run-1uxtbutf.wandb
2022-12-06 12:29:02,710 DEBUG   SenderThread:44480 [sender.py:send():303] send: run
2022-12-06 12:29:03,923 DEBUG   HandlerThread:44480 [handler.py:handle_request():139] handle_request: check_version
2022-12-06 12:29:03,923 INFO    SenderThread:44480 [dir_watcher.py:__init__():216] watching files in: C:\Users\alban\PycharmProjects\FDL\wandb\run-20221206_122902-1uxtbutf\files
2022-12-06 12:29:03,923 INFO    SenderThread:44480 [sender.py:_start_run_threads():928] run started: 1uxtbutf with start time 1670326142.663546
2022-12-06 12:29:03,923 DEBUG   SenderThread:44480 [sender.py:send():303] send: summary
2022-12-06 12:29:03,923 INFO    SenderThread:44480 [sender.py:_save_file():1171] saving file wandb-summary.json with policy end
2022-12-06 12:29:03,923 DEBUG   SenderThread:44480 [sender.py:send_request():317] send_request: check_version
2022-12-06 12:29:04,023 DEBUG   HandlerThread:44480 [handler.py:handle_request():139] handle_request: run_start
2022-12-06 12:29:04,040 DEBUG   HandlerThread:44480 [system_info.py:__init__():31] System info init
2022-12-06 12:29:04,040 DEBUG   HandlerThread:44480 [system_info.py:__init__():46] System info init done
2022-12-06 12:29:04,040 INFO    HandlerThread:44480 [system_monitor.py:start():150] Starting system monitor
2022-12-06 12:29:04,040 INFO    SystemMonitor:44480 [system_monitor.py:_start():116] Starting system asset monitoring threads
